x7,x15,x4,x5,x6,x8,x13,x10,x1,y
-0.023988682898993516,-0.7617753596682446,-2.440036682278523,-0.9952197300247472,-0.39486419634820685,-1.764930264694292,-1.975266888169856,-1.0924805890227158,3.87007059492388,3.0
-0.007105995778991054,0.3547684121408575,1.64670233828353,0.42621697846445744,-0.39486419634820685,5.174480491041997,-1.9089055726336563,-0.37170342708356807,2.84733317989787,3.0
1.9316009116956379,-0.6820222331104518,-0.33828518598946716,0.946743097066138,-0.5376087298111497,-1.1817865037080493,-1.7098216260250514,-0.474671593074875,5.574632953300563,3.0
-0.007105995778991054,0.3547684121408575,1.64670233828353,0.42621697846445744,-0.39486419634820685,5.174480491041997,-1.9089055726336563,-0.37170342708356807,2.84733317989787,3.0
-0.9024849221866237,0.9130402980454079,-0.6652243076344314,-0.574794788077236,-0.7755162855827217,-1.764930264694292,2.2718573061470133,-0.37170342708356807,-1.2436164802061704,3.0
-0.9701092539142178,1.4713121839499597,-0.9688106348761839,-1.045270318351832,-0.5851902409654641,-1.0068433754121764,0.08193389345237896,0.5550100668381935,1.5973207837549692,3.0
0.6172619057492893,-1.1605409924572094,-0.08140444755413816,-0.3545721994380635,0.3664399821208232,-1.589987136398419,-0.31623399976482813,0.4520419008468866,0.6882208592874041,3.0
-0.9024849221866237,0.9130402980454079,-0.6652243076344314,-0.574794788077236,-0.7755162855827217,-1.764930264694292,2.2718573061470133,-0.37170342708356807,-1.2436164802061704,3.0
1.9316009116956379,-0.6820222331104518,-0.33828518598946716,0.946743097066138,-0.5376087298111497,-1.1817865037080493,-1.7098216260250514,-0.474671593074875,5.574632953300563,3.0
0.6172619057492893,-1.1605409924572094,-0.08140444755413816,-0.3545721994380635,0.3664399821208232,-1.589987136398419,-0.31623399976482813,0.4520419008468866,0.6882208592874041,3.0
-0.023988682898993516,-0.7617753596682446,-2.440036682278523,-0.9952197300247472,-0.39486419634820685,-1.764930264694292,-1.975266888169856,-1.0924805890227158,3.87007059492388,3.0
1.3589993576699644,-0.6022691065526578,1.3898215998482009,1.9677750989386653,1.365651716361425,0.3343872748561821,-1.1125697861992423,-0.1657670951009542,1.8245957648718596,3.0
0.6172619057492893,-1.1605409924572094,-0.08140444755413816,-0.3545721994380635,0.3664399821208232,-1.589987136398419,-0.31623399976482813,0.4520419008468866,0.6882208592874041,3.0
1.3589993576699644,-0.6022691065526578,1.3898215998482009,1.9677750989386653,1.365651716361425,0.3343872748561821,-1.1125697861992423,-0.1657670951009542,1.8245957648718596,3.0
1.9316009116956379,-0.6820222331104518,-0.33828518598946716,0.946743097066138,-0.5376087298111497,-1.1817865037080493,-1.7098216260250514,-0.474671593074875,5.574632953300563,3.0
-0.023988682898993516,-0.7617753596682446,-2.440036682278523,-0.9952197300247472,-0.39486419634820685,-1.764930264694292,-1.975266888169856,-1.0924805890227158,3.87007059492388,3.0
-0.9024849221866237,0.9130402980454079,-0.6652243076344314,-0.574794788077236,-0.7755162855827217,-1.764930264694292,2.2718573061470133,-0.37170342708356807,-1.2436164802061704,3.0
-0.9701092539142178,1.4713121839499597,-0.9688106348761839,-1.045270318351832,-0.5851902409654641,-1.0068433754121764,0.08193389345237896,0.5550100668381935,1.5973207837549692,3.0
-0.007105995778991054,0.3547684121408575,1.64670233828353,0.42621697846445744,-0.39486419634820685,5.174480491041997,-1.9089055726336563,-0.37170342708356807,2.84733317989787,3.0
1.038804613609597,-0.04399722064810739,0.5724737957357903,1.7475525102994929,0.6995105602010238,-1.764930264694292,0.3473791555971837,-0.1657670951009542,-0.10724157462171498,3.0
-0.9701092539142178,1.4713121839499597,-0.9688106348761839,-1.045270318351832,-0.5851902409654641,-1.0068433754121764,0.08193389345237896,0.5550100668381935,1.5973207837549692,3.0
-0.007105995778991054,0.3547684121408575,1.64670233828353,0.42621697846445744,-0.39486419634820685,5.174480491041997,-1.9089055726336563,-0.37170342708356807,2.84733317989787,3.0
1.038804613609597,-0.04399722064810739,0.5724737957357903,1.7475525102994929,0.6995105602010238,5.174480491041997,0.3473791555971837,-0.1657670951009542,-0.10724157462171498,3.0
1.038804613609597,-0.04399722064810739,0.5724737957357903,1.7475525102994929,0.6995105602010238,5.174480491041997,0.3473791555971837,-0.1657670951009542,-0.10724157462171498,3.0
-0.9024849221866237,0.9130402980454079,-0.6652243076344314,-0.574794788077236,-0.7755162855827217,-1.764930264694292,2.2718573061470133,-0.37170342708356807,-1.2436164802061704,3.0
-0.9701092539142178,1.4713121839499597,-0.9688106348761839,-1.045270318351832,-0.5851902409654641,-1.0068433754121764,0.08193389345237896,0.5550100668381935,1.5973207837549692,3.0
0.34733617723436794,-0.3630097268792796,1.4832327774610479,0.6264193317727962,-0.20453815173094916,0.15944414656030922,-0.31623399976482813,-0.7835760910487954,-0.902704008530834,3.0
-0.9024849221866237,0.9130402980454079,-0.6652243076344314,-0.574794788077236,-0.7755162855827217,-1.764930264694292,2.2718573061470133,-0.37170342708356807,-1.2436164802061704,3.0
-0.9701092539142178,1.4713121839499597,-0.9688106348761839,-1.045270318351832,-0.5851902409654641,-1.0068433754121764,0.08193389345237896,0.5550100668381935,1.5973207837549692,3.0
0.3135876345135621,-0.9212816127838299,1.8335246935092238,-0.9651893770284965,-0.20453815173094916,4.853751422499563,2.404579937219416,-0.26873526109226115,-0.22087906518016012,3.0
1.3589993576699644,-0.6022691065526578,1.3898215998482009,1.9677750989386653,1.365651716361425,0.3343872748561821,-1.1125697861992423,-0.1657670951009542,1.8245957648718596,3.0
0.34733617723436794,-0.3630097268792796,1.4832327774610479,0.6264193317727962,-0.20453815173094916,0.15944414656030922,-0.31623399976482813,-0.7835760910487954,-0.902704008530834,3.0
-0.023988682898993516,-0.7617753596682446,-2.440036682278523,-0.9952197300247472,-0.39486419634820685,-1.764930264694292,-1.975266888169856,-1.0924805890227158,3.87007059492388,3.0
